,dt,device_type,search_origin,search_destination,search_route,search_adult_count,search_child_count,search_cabin_class,search_type,search_departure_date,search_arrival_date,is_marked_as_eco_option,currency,amount,unit,operating_carrier,booking_type,latitude_deg_origin,longitude_deg_origin,iso_country_origin,iata_code_origin,latitude_deg_dest,longitude_deg_dest,iso_country_dest,iata_code_dest,distance_miles,distance_km,CO2_emissions,CO2_emissions_per_passenger
10,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2021-06-06 00:00:00,,False,GBP,11000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
11,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,True,GBP,10100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
12,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,True,GBP,10100.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
13,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-05-21 00:00:00,2021-05-23 00:00:00,False,GBP,11100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
14,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,False,NZD,30400.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
15,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,False,NZD,30400.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
16,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-05 00:00:00,,True,GBP,5600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
17,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-05 00:00:00,,True,GBP,5600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
18,2019-06-05,IOS,LHR,EDI,LHR-EDI,3.0,0.0,ECONOMY,oneway,2019-09-21 00:00:00,,False,CNY,230200.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
19,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-07-05 00:00:00,2021-09-05 00:00:00,False,GBP,17900.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
20,2019-06-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2019-10-05 00:00:00,2019-12-05 00:00:00,False,GBP,19600.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
21,2019-06-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2019-10-05 00:00:00,2019-12-05 00:00:00,False,GBP,19600.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
22,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-14 00:00:00,,False,KRW,9870000.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
23,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,mutli_city,2022-06-23 00:00:00,2022-06-29 00:00:00,True,GBP,6900.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
24,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,15000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
25,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,15000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
26,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-06-13 00:00:00,2022-06-17 00:00:00,True,GBP,12000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
27,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-06-13 00:00:00,2022-06-17 00:00:00,True,GBP,12000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
28,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,13100.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
29,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,13100.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
30,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-11-06 00:00:00,2021-06-13 00:00:00,False,GBP,5600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
31,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-11-06 00:00:00,2021-06-13 00:00:00,False,GBP,5600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
32,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-26 00:00:00,False,GBP,22300.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
33,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-26 00:00:00,False,GBP,22300.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
34,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-26 00:00:00,False,GBP,22300.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
35,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-03-06 00:00:00,2022-06-06 00:00:00,True,GBP,5400.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
36,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-03-06 00:00:00,2022-06-06 00:00:00,True,GBP,5400.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
37,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-05-22 00:00:00,2021-05-24 00:00:00,True,GBP,12900.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
38,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-02 00:00:00,2022-06-02 00:00:00,False,GBP,12800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
39,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-02 00:00:00,2022-06-02 00:00:00,False,GBP,12800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
40,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2019-05-31 00:00:00,,False,GBP,2200.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
41,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-05 00:00:00,,False,GBP,2700.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
42,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-05 00:00:00,2022-08-05 00:00:00,True,GBP,14000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
43,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-05 00:00:00,2022-08-05 00:00:00,True,GBP,14000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
44,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,16300.0,CENTI,-32302,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
45,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,16300.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
46,2020-04-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2020-09-05 16:16:00,2020-05-16 16:16:00,False,GBP,14200.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
47,2020-04-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2020-09-05 16:16:00,2020-05-16 16:16:00,False,GBP,14200.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
48,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,False,GBP,23000.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
49,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,False,GBP,23000.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
50,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,False,GBP,23000.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
51,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-07-05 00:00:00,,False,GBP,6000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
52,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
53,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
54,2019-06-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2019-07-30 00:00:00,2019-02-08 00:00:00,False,GBP,19300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
55,2019-06-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2019-07-30 00:00:00,2019-02-08 00:00:00,False,GBP,19300.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
56,2022-02-05,IOS,LHR,EDI,LOND-EDI,7.0,3.0,ECONOMY,oneway,2022-07-20 00:00:00,,False,GBP,47500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
57,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-08-05 00:00:00,,False,GBP,6100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
58,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-08-05 00:00:00,,False,GBP,6100.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
59,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-11-05 00:00:00,2021-05-13 00:00:00,False,GBP,27700.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
60,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-11-05 00:00:00,2021-05-13 00:00:00,False,GBP,27700.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
61,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-11-05 00:00:00,2021-05-13 00:00:00,False,GBP,27700.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
62,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-07-05 00:00:00,,False,GBP,8600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
63,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-07-05 00:00:00,,False,GBP,8600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
64,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,2.0,ECONOMY,oneway,2019-05-22 00:00:00,,False,GBP,3600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
65,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,2.0,ECONOMY,oneway,2019-05-22 00:00:00,,False,GBP,3600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
66,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-29 00:00:00,False,GBP,17300.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
67,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-15 00:00:00,,False,GBP,5700.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
68,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,True,GBP,24200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
69,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-07-05 00:00:00,,False,GBP,8200.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
70,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-08-26 00:00:00,,False,AUD,15100.0,CENTI,-31799,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
71,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-05-28 00:00:00,2022-01-06 00:00:00,False,GBP,29400.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
72,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,False,GBP,5800.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
73,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,False,GBP,5800.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
74,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,False,GBP,5800.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
75,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-27 00:00:00,,False,GBP,10600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
76,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-27 00:00:00,,False,GBP,10600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
77,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,False,GBP,13300.0,CENTI,-32528,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
78,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,False,GBP,13300.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
79,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,False,GBP,13300.0,CENTI,-32528,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
80,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,10100.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
81,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,10100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
